input_keywords,output_content,population
NY;,"""New York is a state in the Mid-Atlantic and Northeastern regions of the United States. It was one of the original thirteen colonies forming the United States. With a total area of 54,555 square miles (141,300 km2), New York is the 27th largest state. Its population of more than 19 million as of 2019 makes it the fourth most populous. It is sometimes referred to as New York State to distinguish it from New York City, which is its largest city.
""",19453561
